Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2018-08-08 00:00:00.0,12.00625,16.3,7.4,,7.4,,12.19375,,10.4,,14.25,21.5,2.0,,,12.30618,96,99,9.92844,0.0,5.148611,W ,6.435764,C ,35.2,1006.085,,2.324,13.69502
2018-08-09 00:00:00.0,9.174999,13.8,6.5,,6.3,,10.93402,,9.4,,0.0,0.25,0.5,,,8.575209,74,68,4.706656,0.0,4.527084,W ,5.658855,C ,29.3,1014.836,,1.66,16.76602
2018-08-10 00:00:00.0,8.612501,13.0,4.6,,4.8,,10.56041,,7.8,,0.0,0.0,0.0,,,9.253807,80,79,5.586206,0.0,3.337501,W ,4.171876,C ,17.0,1014.862,,8.133996,16.10201
2018-08-11 00:00:00.0,12.01597,16.0,10.0,,10.2,,11.63473,,13.2,,0.0,0.0,0.0,,,13.22529,91,91,11.10144,0.0,2.089583,E ,2.611979,C ,14.5,1013.785,,0.0,4.98
2018-08-12 00:00:00.0,14.57014,20.9,8.8,,8.2,,12.87639,,11.8,,0.0,0.0,0.0,,,13.1458,82,78,11.01201,0.0,2.690972,E ,3.363715,C ,21.1,1011.722,,0.0,-0.9960007
2018-08-13 00:00:00.0,13.90069,17.2,10.5,,10.0,,13.13611,,13.4,,2.5,2.5,1.0,,,14.7246,91,92,12.71886,0.0,3.228472,E ,4.03559,C ,20.2,1006.373,,0.0,-4.786253E-8
2018-08-14 00:00:00.0,13.01875,18.2,8.8,,8.9,,13.17222,,12.1,,0.0,0.0,0.25,,,10.43981,74,65,7.435989,0.0,4.911806,W ,6.139757,C ,21.1,1012.907,,0.0,5.644001
2018-08-15 00:00:00.0,9.955556,17.9,2.5,,2.1,,12.02222,,5.3,,0.25,0.25,0.25,,,8.527556,75,76,4.591375,0.0,1.497222,C ,1.871528,C ,11.3,1017.716,,5.809998,13.28001
2018-08-16 00:00:00.0,11.81945,19.5,5.9,,5.3,,12.08333,,8.9,,0.0,0.0,0.0,,,11.29843,79,77,8.723929,0.0,3.086805,E ,3.858507,C ,16.0,1016.415,,2.822,3.900998
2018-08-17 00:00:00.0,15.10556,21.9,10.0,,9.8,,13.25417,,13.1,,0.0,0.0,0.0,,,14.42842,83,81,12.36694,0.0,3.175,E ,3.96875,C ,17.9,1011.476,,0.0,-4.15
2018-08-18 00:00:00.0,16.62153,27.0,9.1,,9.1,,14.24792,,12.0,,12.0,11.75,3.5,,,15.02232,85,84,12.75934,0.0,3.401389,W ,4.251737,C ,22.7,1008.946,,0.498,-4.398993
2018-08-19 00:00:00.0,8.753471,13.1,5.3,,4.9,,12.49931,,8.1,,0.75,1.0,0.75,,,8.258162,78,72,4.077342,0.0,4.327778,W ,5.409723,C ,21.3,1020.526,,7.137997,19.83702
2018-08-20 00:00:00.0,6.414584,12.5,1.9,,2.2,,10.58541,,5.2,,0.0,0.0,0.0,,,7.078743,79,73,2.0132,0.0,3.738195,W ,4.672744,C ,17.1,1022.405,,14.27601,
2018-08-21 00:00:00.0,6.732638,15.9,-0.3,,-0.4,,10.11389,,2.9,,0.0,0.0,0.0,,,7.054403,75,65,1.89622,0.0,1.676389,C ,2.095487,C ,13.8,1019.442,,11.62,8.631997
2018-08-22 00:00:00.0,9.320829,17.3,1.9,,1.7,,10.68681,,5.1,,0.0,0.0,0.0,,,9.083045,74,67,5.493347,0.0,3.350694,E ,4.188368,C ,28.2,1013.094,,7.469996,7.054998
2018-08-23 00:00:00.0,11.77014,15.3,9.0,,9.1,,11.67847,,12.2,,0.0,0.0,0.0,,,10.84267,80,79,8.143683,0.0,3.405555,E ,4.256944,C ,17.8,1005.068,,0.0,7.138005
2018-08-24 00:00:00.0,10.70278,13.1,8.7,,8.9,,11.59584,,11.9,,0.5,0.5,0.25,,,10.08881,81,75,6.923884,0.0,4.261805,W ,5.327256,C ,31.1,1007.34,,0.996,12.78202
2018-08-25 00:00:00.0,8.543751,15.4,2.8,,3.0,,10.38403,,6.1,,0.0,0.0,0.0,,,6.293875,63,59,0.2787664,0.0,4.731945,W ,5.914931,C ,20.3,1015.518,,13.61201,16.26801
2018-08-26 00:00:00.0,11.01597,21.5,3.5,,3.6,,10.39097,,7.2,,0.0,0.0,0.0,,,7.292852,52,44,2.313085,0.0,2.955556,W ,3.694445,C ,18.2,1012.564,,7.137997,1.909001
2018-08-27 00:00:00.0,15.725,24.1,9.6,,9.5,,11.93889,,13.0,,0.0,0.0,0.0,,,8.763334,50,45,5.050224,0.0,2.713889,NE,3.392361,C ,13.8,1009.242,,0.0,-5.644002
2018-08-28 00:00:00.0,16.35903,25.6,8.8,,8.8,,12.80347,,12.5,,0.0,0.0,0.0,,,9.8018,57,51,6.578311,0.0,2.129167,C ,2.661459,C ,14.5,1007.52,,0.0,-4.149996
2018-08-29 00:00:00.0,16.96806,27.1,9.1,,8.9,,13.66041,,12.8,,0.0,0.0,0.0,,,14.08584,73,63,11.96606,0.0,2.079167,C ,2.598958,C ,17.5,1002.319,,0.0,-10.458
2018-08-30 00:00:00.0,12.18889,17.6,5.9,,5.4,,13.63612,,8.5,,15.25,15.25,7.25,,,10.99641,85,83,8.094874,0.0,4.409028,E ,5.511285,C ,25.8,1008.017,,5.145998,12.69901
2018-08-31 00:00:00.0,7.800695,12.3,5.4,,5.6,,11.21042,,8.7,,0.0,0.0,0.0,,,7.727762,73,71,3.261319,0.0,4.427083,E ,5.533854,C ,26.7,1015.367,,8.963998,
2018-09-01 00:00:00.0,9.844443,16.7,5.8,,6.1,,11.32987,,9.1,,0.0,0.0,0.0,,,9.670902,79,78,6.440299,0.0,3.552778,E ,4.440972,C ,23.5,1017.38,,7.303997,13.61201
2018-09-02 00:00:00.0,11.55556,19.2,5.5,,5.2,,11.82569,,8.6,,0.0,0.0,0.0,,,10.77846,81,75,8.028761,0.0,2.052777,C ,2.565972,C ,14.4,1015.386,,5.145998,7.552996
2018-09-03 00:00:00.0,11.99445,20.4,7.5,,7.0,,12.37084,,10.4,,0.0,0.0,0.0,,,11.95891,88,86,9.575473,0.0,1.255556,C ,1.569445,C ,11.9,1015.208,,0.0,6.806003
2018-09-04 00:00:00.0,13.80208,22.9,6.7,,6.6,,12.78819,,10.0,,0.0,0.0,0.0,,,11.60739,74,72,9.117774,0.0,1.745833,C ,2.182292,C ,18.2,1011.761,,,-1.494
2018-09-05 00:00:00.0,16.53195,23.7,9.6,,9.6,,13.62916,,13.3,,0.0,0.0,0.0,,,11.80678,64,53,9.397205,0.0,2.866667,E ,3.583334,C ,24.7,1007.465,,0.0,-9.213
2018-09-06 00:00:00.0,19.00764,28.0,12.5,,12.5,,14.50486,,16.1,,0.0,0.0,0.0,,,12.89277,62,55,10.68508,0.0,2.009028,C ,2.511285,C ,13.0,1006.287,,0.0,-12.118
2018-09-07 00:00:00.0,17.29584,23.8,12.4,,12.3,,14.82362,,15.8,,0.0,0.0,0.0,,,9.343545,51,36,5.586728,0.0,3.375694,E ,4.219617,C ,26.3,1011.642,,0.0,-10.375
2018-09-08 00:00:00.0,15.75208,21.3,12.3,,12.0,,14.31112,,15.7,,0.0,0.0,0.0,,,8.476268,49,48,4.446715,0.0,3.7125,E ,4.640625,C ,25.2,1015.25,,0.0,-7.220998
2018-09-09 00:00:00.0,14.51597,19.2,11.3,,11.4,,14.28958,,14.6,,1.75,0.0,0.0,,,11.82842,73,73,9.429501,0.0,5.091666,E ,6.364582,C ,25.0,1017.354,,0.0,-3.568999
2018-09-10 00:00:00.0,14.57778,19.2,12.0,,12.0,,14.43194,,15.0,,0.5,2.25,0.75,,,13.02469,80,76,10.86679,0.0,4.592361,E ,5.740451,C ,21.8,1016.807,,0.0,-1.411
2018-09-11 00:00:00.0,15.33611,21.3,10.6,,10.1,,14.63194,,13.8,,0.25,0.25,0.25,,,13.113,74,66,10.97635,0.0,4.77639,E ,5.970487,C ,24.9,1013.381,,0.0,-6.640003
2018-09-12 00:00:00.0,15.16111,17.8,12.8,,12.9,,14.78056,,16.1,,0.0,0.0,0.0,,,12.92533,78,77,10.75622,0.0,3.486805,E ,4.358507,C ,21.7,1011.263,,0.0,-1.66
2018-09-13 00:00:00.0,15.35695,23.2,10.0,,9.8,,14.7257,,13.5,,0.25,0.25,0.25,,,14.1884,83,75,12.13932,0.0,2.102778,C ,2.628472,C ,18.0,1010.067,,0.0,-4.896998
2018-09-14 00:00:00.0,15.09931,21.4,11.9,,11.5,,15.00279,,15.2,,0.0,0.0,0.0,,,14.79087,85,80,12.80042,0.0,2.502778,E ,3.128472,C ,14.1,1008.769,,0.0,-5.312001
2018-09-15 00:00:00.0,16.04167,19.3,14.3,,14.5,,15.40695,,17.5,,0.0,0.0,0.0,,,17.5372,95,95,15.42356,0.0,1.593056,C ,1.99132,C ,15.2,1005.98,,0.0,-8.632002
2018-09-16 00:00:00.0,17.03542,20.9,14.5,,14.8,,15.89584,,17.8,,0.25,0.25,0.25,,,18.39508,96,92,16.15628,0.0,1.722223,C ,2.152779,C ,18.4,1005.128,,0.0,-11.371
2018-09-17 00:00:00.0,17.32014,24.2,13.4,,13.1,,16.04028,,16.5,,0.25,0.0,0.0,,,17.65224,89,87,15.50361,0.0,1.788889,C ,2.236111,C ,12.5,1004.921,,0.0,-11.62
2018-09-18 00:00:00.0,19.04445,24.7,13.4,,13.1,,16.58958,,16.7,,0.5,0.75,0.25,,,17.60898,84,75,15.43519,0.0,3.327083,E ,4.158854,C ,32.8,1000.285,,0.0,-12.36701
2018-09-19 00:00:00.0,15.84305,22.0,10.9,,10.7,,15.95,,14.1,,0.25,0.25,0.25,,,11.31181,69,62,8.578456,0.0,3.876389,W ,4.845486,C ,25.0,1004.018,,0.0,-4.149995
2018-09-20 00:00:00.0,16.08403,24.4,7.8,,7.9,,15.19028,,11.5,,0.5,0.5,0.5,,,10.39514,59,49,7.48337,0.0,2.010417,C ,2.513021,C ,14.0,1007.048,,0.0,-7.221001
2018-09-21 00:00:00.0,20.54861,28.9,13.1,,12.8,,15.93888,,16.6,,0.0,0.0,0.0,,,15.61187,63,62,13.43122,0.0,2.731251,C ,3.414063,C ,15.5,1002.379,,0.0,-18.01102
2018-09-22 00:00:00.0,21.87847,30.3,18.3,,18.1,,17.36042,,21.1,,7.0,7.0,5.25,,,21.89099,84,82,18.82236,0.0,3.006249,E ,3.757812,C ,27.7,996.957,,0.0,-23.90403
2018-09-23 00:00:00.0,19.90209,25.9,14.2,,13.9,,17.41458,,17.7,,0.0,0.0,0.0,,,13.02404,62,58,10.71022,0.0,1.854861,C ,2.318576,C ,19.9,1004.399,,0.0,-13.86101
2018-09-24 00:00:00.0,16.91459,24.5,8.8,,8.4,,16.24999,,12.0,,0.0,0.0,0.0,,,10.30061,59,44,7.26529,0.0,2.128473,C ,2.660591,C ,20.2,1010.396,,0.0,-8.715001
2018-09-25 00:00:00.0,17.95486,24.5,11.0,,10.3,,16.12013,,14.5,,0.0,0.0,0.0,,,12.38303,60,52,9.971657,0.0,4.267362,E ,5.334202,C ,25.2,1007.301,,0.0,-15.52101
2018-09-26 00:00:00.0,19.63333,25.1,15.6,,15.5,,16.90487,,19.0,,0.0,0.0,0.0,,,15.38119,71,62,13.37687,0.0,3.21875,E ,4.023438,C ,22.6,1006.692,,0.0,-15.10601
2018-09-27 00:00:00.0,15.73195,19.9,11.7,,11.8,,16.49305,,15.1,,11.5,2.0,0.5,,,14.32011,81,79,12.23029,0.0,4.997222,E ,6.246528,C ,33.1,1008.563,,0.0,-6.474
2018-09-28 00:00:00.0,16.62292,20.1,14.5,,14.7,,16.45694,,17.7,,36.75,9.5,4.5,,,19.13985,96,95,16.74763,0.0,5.03125,E ,6.289063,C ,36.1,1003.141,,0.0,-13.36301
2018-09-29 00:00:00.0,18.60001,24.0,15.9,,16.1,,17.10417,,19.2,,19.25,56.0,26.75,,,18.8147,93,88,16.50569,0.0,4.109723,E ,5.137153,C ,26.6,996.1952,,0.0,-14.44202
2018-09-30 00:00:00.0,16.58403,22.9,12.7,,11.5,,16.76389,,14.6,,3.5,3.5,1.5,,,15.94614,87,82,13.8199,0.0,3.349999,E ,4.187499,C ,23.4,1000.048,,0.0,-9.628
2018-10-01 00:00:00.0,13.29861,16.7,6.5,,6.7,,15.68194,,10.2,,0.0,0.0,0.0,,,8.855418,65,57,4.791758,0.0,3.672916,W ,4.591145,C ,23.3,1009.041,,4.315999,6.390997
2018-10-02 00:00:00.0,11.10972,21.3,2.1,,2.4,,13.87222,,5.6,,0.0,0.0,0.0,,,7.894446,64,50,3.448214,0.0,1.659722,C ,2.074653,C ,13.5,1009.956,,6.639997,3.817997
2018-10-03 00:00:00.0,14.96666,24.3,6.3,,6.1,,14.35,,9.7,,0.0,0.0,0.0,,,8.913881,57,43,5.243572,0.0,2.970139,C ,3.712673,C ,20.1,1010.167,,1.494,-2.905001
2018-10-04 00:00:00.0,14.59236,22.4,6.4,,6.5,,15.35694,,9.8,,0.0,0.0,0.0,,,9.13319,62,50,5.540211,0.0,1.979167,C ,2.473958,C ,16.2,1014.749,,1.66,-1.494001
2018-10-05 00:00:00.0,13.79097,21.5,6.6,,6.5,,15.99375,,10.1,,0.0,0.0,0.0,,,10.6767,71,63,7.872062,0.0,2.456944,E ,3.071181,C ,14.0,1016.065,,0.498,0.08299743
2018-10-06 00:00:00.0,15.70625,24.0,8.6,,8.3,,16.88333,,12.0,,0.0,0.0,0.0,,,12.19256,70,62,9.844758,0.0,3.077777,E ,3.847222,C ,15.6,1010.533,,0.0,-6.972
2018-10-07 00:00:00.0,19.24792,27.8,11.4,,11.1,,18.04999,,15.0,,0.0,0.0,0.0,,,13.40332,63,54,11.11548,0.0,2.6375,E ,3.296875,C ,15.5,1004.994,,0.0,-14.69101
2018-10-08 00:00:00.0,23.00695,31.9,16.7,,16.1,,19.775,,19.7,,6.75,6.5,6.0,,,21.58759,76,72,18.61146,0.0,3.084029,E ,3.855036,C ,21.4,997.8987,,0.0,-20.58402
2018-10-09 00:00:00.0,19.41597,25.2,13.3,,13.2,,20.04236,,16.4,,0.0,0.25,0.25,,,12.15559,60,49,9.213563,0.0,3.695833,W ,4.619792,C ,21.3,1004.536,,0.0,-13.52901
2018-10-10 00:00:00.0,15.91111,22.1,8.0,,8.3,,18.41666,,11.6,,0.0,0.0,0.0,,,7.651293,47,36,2.9733,0.0,3.400695,W ,4.250869,C ,23.9,1015.013,,0.0,-5.145997
2018-10-11 00:00:00.0,12.85694,17.7,10.5,,10.7,,17.10209,,13.8,,1.0,0.0,0.0,,,9.197507,63,56,5.697214,0.0,3.467361,E ,4.334201,C ,18.8,1017.327,,0.0,6.059002
2018-10-12 00:00:00.0,12.91666,18.2,10.0,,10.0,,16.31667,,13.0,,0.25,1.0,0.5,,,12.78288,89,91,10.56892,0.0,1.760417,C ,2.200521,C ,17.8,1010.727,,0.0,6.224998
2018-10-13 00:00:00.0,15.17014,25.5,6.6,,6.4,,16.45069,,9.6,,0.0,0.25,0.25,,,12.24528,73,65,9.850513,0.0,2.319445,C ,2.899306,C ,14.7,1012.025,,1.494,-3.237
2018-10-14 00:00:00.0,18.58334,28.1,10.7,,10.7,,17.82362,,14.2,,0.0,0.0,0.0,,,12.83779,62,51,10.64559,0.0,2.518056,C ,3.14757,C ,19.7,1007.613,,0.0,-11.62
2018-10-15 00:00:00.0,21.40347,30.9,12.9,,12.9,,19.09097,,16.4,,0.0,0.0,0.0,,,13.64321,57,47,11.53591,0.0,2.116668,C ,2.645835,C ,14.9,1002.234,,0.0,-15.93601
2018-10-16 00:00:00.0,22.03055,29.8,13.6,,13.3,,20.14306,,17.3,,0.0,0.0,0.0,,,15.98799,63,54,13.98649,0.0,2.522917,E ,3.153646,C ,15.7,999.3188,,0.0,-18.50902
2018-10-17 00:00:00.0,22.24931,30.0,15.8,,15.6,,20.75139,,19.1,,1.0,0.0,0.0,,,17.96844,70,60,15.72381,0.0,2.569444,C ,3.211805,C ,18.8,1000.46,,0.0,-20.25202
2018-10-18 00:00:00.0,19.62014,24.2,15.5,,15.4,,20.22291,,18.5,,0.0,1.0,0.75,,,16.86761,78,67,14.622,0.0,3.882639,E ,4.853298,C ,25.3,1008.684,,0.0,-14.94001
2018-10-19 00:00:00.0,16.42986,23.6,12.3,,12.6,,19.4493,,15.7,,3.5,0.0,0.0,,,13.66548,76,71,11.59934,0.0,4.047915,E ,5.059895,C ,19.5,1016.381,,0.0,-8.299998
2018-10-20 00:00:00.0,14.33542,17.0,12.0,,12.0,,18.46111,,15.0,,1.75,5.25,1.25,,,13.99951,86,86,11.95445,0.0,2.293056,E ,2.86632,C ,16.5,1014.453,,0.0,-1.577
2018-10-21 00:00:00.0,16.27202,20.8,13.3,,13.3,,17.94336,,16.6,,0.25,0.25,0.25,,,15.21207,82,78,13.15893,0.0,2.440559,E ,3.050699,C ,22.7,1008.727,,0.0,-9.545
2018-10-22 00:00:00.0,17.85625,26.1,11.4,,11.0,,18.03958,,14.5,,0.0,0.0,0.0,,,13.02591,68,55,10.6419,0.0,2.492362,W ,3.115453,C ,16.1,1008.303,,0.0,-9.960001
2018-10-23 00:00:00.0,15.21389,21.5,10.1,,10.2,,17.7882,,13.5,,0.0,0.0,0.0,,,11.49127,71,67,8.97884,0.0,3.725,E ,4.65625,C ,20.7,1014.98,,0.0,-3.070998
2018-10-24 00:00:00.0,12.23333,15.8,10.3,,10.4,,16.64307,,13.7,,2.0,2.0,0.75,,,12.30568,85,81,9.963128,0.0,2.03125,E ,2.539062,C ,13.9,1013.175,,0.0,5.146
2018-10-25 00:00:00.0,15.58611,22.8,10.7,,10.5,,16.74444,,14.1,,0.0,0.0,0.0,,,14.87474,84,82,12.87061,0.0,1.782639,C ,2.228299,C ,10.7,1010.756,,0.0,-6.307999
2018-10-26 00:00:00.0,15.88264,23.8,11.9,,11.6,,17.16527,,15.4,,0.0,0.0,0.0,,,15.30607,87,83,13.32039,0.0,2.28125,C ,2.851563,C ,17.9,1009.328,,0.0,-6.391
2018-10-27 00:00:00.0,17.05764,24.6,10.4,,9.9,,17.65625,,13.4,,0.0,0.0,0.0,,,14.39368,77,67,12.36902,0.0,2.020833,E ,2.526042,C ,14.2,1008.911,,0.0,-9.129999
2018-10-28 00:00:00.0,18.55972,27.5,11.1,,10.7,,18.22728,,14.2,,0.0,0.0,0.0,,,14.65717,71,57,12.48877,0.0,2.258042,E ,2.822553,C ,12.2,1008.157,,0.0,-13.36301
2018-10-29 00:00:00.0,21.91259,29.2,15.0,,14.6,,19.62639,,18.4,,1.25,0.0,0.0,,,16.83256,65,56,14.77793,0.0,2.835417,E ,3.544271,C ,19.0,1002.863,,0.0,-20.50102
2018-10-30 00:00:00.0,19.37291,21.4,16.8,,16.5,,19.52917,,19.6,,1.75,3.0,1.0,,,18.67348,88,96,16.33008,0.0,1.941666,C ,2.427083,C ,15.6,1002.207,,0.0,-19.75402
2018-10-31 00:00:00.0,16.3132,19.4,12.7,,12.3,,18.27153,,15.8,,0.0,0.0,0.0,,,14.58623,83,73,12.47282,0.0,3.775695,W ,4.719618,C ,18.8,1007.059,,0.0,-6.722996
2018-11-01 00:00:00.0,13.15278,21.2,5.9,,5.8,,17.04653,,9.5,,0.0,0.0,0.0,,,9.757212,67,57,6.532183,0.0,3.146528,E ,3.933159,C ,18.5,1010.985,,3.153999,0.4149997
2018-11-02 00:00:00.0,15.59583,20.7,12.3,,12.3,,17.27499,,15.8,,11.0,10.5,5.0,,,13.79804,77,80,11.64626,0.0,4.113194,E ,5.141492,C ,24.6,1002.794,,0.0,-7.802003
2018-11-03 00:00:00.0,19.4125,28.2,12.2,,11.6,,18.18681,,15.4,,0.0,0.5,1.75,,,16.46543,76,67,14.40769,0.0,2.053472,C ,2.56684,C ,17.0,1003.476,,0.0,-13.52901
2018-11-04 00:00:00.0,21.54375,30.1,13.9,,13.5,,19.60347,,17.2,,0.0,0.0,0.0,,,16.43964,66,54,14.33339,0.0,2.538889,E ,3.173611,C ,22.7,1004.961,,0.0,-17.84502
2018-11-05 00:00:00.0,23.31736,31.0,18.1,,18.0,,20.60069,,21.8,,0.0,0.0,0.0,,,17.65363,65,61,15.47528,0.0,1.884028,E ,2.355035,C ,13.5,1005.872,,0.0,-23.90403
2018-11-06 00:00:00.0,21.51805,28.4,16.3,,16.6,,20.82917,,19.8,,0.0,0.0,0.0,,,14.76484,63,56,12.27835,0.0,3.335417,E ,4.169271,C ,18.3,1013.639,,0.0,-18.75802
2018-11-07 00:00:00.0,17.93333,26.1,10.4,,10.4,,19.95416,,13.9,,0.0,0.0,0.0,,,13.19117,66,62,10.92499,0.0,3.6625,E ,4.578125,C ,21.0,1018.233,,0.0,-11.78601
2018-11-08 00:00:00.0,22.05556,30.8,15.4,,14.8,,20.7743,,18.8,,0.0,0.0,0.0,,,17.0728,65,63,14.88334,0.0,3.108334,E ,3.885417,C ,17.2,1008.636,,0.0,-19.67102
2018-11-09 00:00:00.0,26.68741,35.4,18.8,,18.6,,22.22308,,22.4,,45.5,0.0,0.0,,,22.80473,62,58,19.53465,0.0,2.112587,E ,2.640734,C ,14.3,1000.715,,0.0,-23.73803
2018-11-10 00:00:00.0,20.98472,27.8,17.0,,17.4,,21.39028,,20.5,,94.5,138.5,33.75,,,21.63766,95,100,18.74347,0.0,4.310418,E ,5.388022,C ,31.7,999.4312,,0.0,-21.58002
2018-11-11 00:00:00.0,22.05347,28.5,18.9,,19.1,,21.00695,,22.5,,0.0,1.5,1.0,,,23.56777,89,89,20.10937,0.0,2.909722,E ,3.637153,C ,18.6,1000.149,,0.0,-23.90403
2018-11-12 00:00:00.0,23.37778,30.6,21.0,,21.1,,21.78819,,24.5,,26.5,4.75,1.5,,,24.74547,88,84,20.89546,0.0,3.255555,E ,4.069444,C ,18.1,999.264,,0.0,-23.90403
2018-11-13 00:00:00.0,23.03612,28.3,20.4,,20.7,,22.21043,,23.9,,0.0,21.75,5.5,,,24.2684,89,86,20.57986,0.0,3.642361,W ,4.552951,C ,22.3,995.4284,,0.0,-23.73803
2018-11-14 00:00:00.0,21.28195,27.8,15.8,,15.8,,21.6111,,19.3,,0.0,0.0,0.0,,,15.82666,65,59,13.80407,0.0,5.840278,W ,7.300348,C ,26.3,996.0762,,0.0,-20.33502
2018-11-15 00:00:00.0,23.34236,30.4,17.1,,16.3,,21.80833,,20.7,,5.25,4.5,2.5,,,14.50462,57,45,12.49133,0.0,4.10764,W ,5.13455,C ,20.9,1002.021,,0.0,-19.00702
2018-11-16 00:00:00.0,15.5875,21.5,9.6,,8.5,,20.48472,,13.1,,0.0,0.75,0.5,,,12.37483,68,60,9.820308,0.0,4.148612,E ,5.185764,C ,29.9,1010.475,,0.0,-9.545009
2018-11-17 00:00:00.0,19.65417,25.0,16.9,,16.6,,20.1875,,20.3,,1.25,1.25,0.75,,,17.86292,80,77,15.66398,0.0,3.902778,W ,4.878472,C ,20.0,999.9871,,0.0,-18.75802
2018-11-18 00:00:00.0,18.67083,25.9,11.1,,10.7,,19.96876,,14.6,,0.0,0.0,0.0,,,10.82106,57,48,8.01296,0.0,3.874307,W ,4.842883,C ,21.0,1006.962,,0.0,-10.624
2018-11-19 00:00:00.0,20.48402,30.0,11.0,,10.6,,20.36876,,14.6,,0.0,0.0,0.0,,,12.63285,55,38,10.38846,0.0,1.862501,C ,2.328126,C ,15.5,1006.894,,0.0,-15.02301
2018-11-20 00:00:00.0,24.24167,32.2,15.3,,15.1,,21.64167,,19.2,,0.0,0.0,0.0,,,14.53933,49,44,12.4878,0.0,2.075001,NE,2.593751,C ,17.8,1004.599,,0.0,-22.07803
2018-11-21 00:00:00.0,27.10347,35.9,20.3,,19.5,,22.90348,,24.1,,0.0,0.0,0.0,,,16.38196,47,46,14.29161,0.0,2.422223,NE,3.027778,C ,21.3,1001.728,,0.0,-23.90403
2018-11-22 00:00:00.0,23.57569,31.5,15.6,,15.8,,22.89305,,19.1,,4.5,4.5,3.0,,,19.23031,74,71,16.64281,0.0,3.62014,E ,4.525175,C ,26.5,1004.205,,0.0,-18.67502
2018-11-23 00:00:00.0,16.50416,22.5,12.2,,12.5,,20.46736,,15.8,,0.0,0.0,0.0,,,14.33461,77,73,12.27619,0.0,4.179166,E ,5.223957,C ,30.5,1007.988,,0.0,-8.963998
2018-11-24 00:00:00.0,18.10625,25.7,11.7,,11.7,,20.21389,,15.2,,0.0,0.0,0.0,,,13.53577,70,57,11.38427,0.0,3.202083,W ,4.002604,C ,17.3,1006.71,,0.0,-10.79
2018-11-25 00:00:00.0,18.25138,28.4,8.5,,8.3,,20.41736,,12.0,,0.0,0.0,0.0,,,12.87099,64,51,10.62387,0.0,1.556944,C ,1.946181,C ,13.9,1008.176,,0.0,-12.28401
2018-11-26 00:00:00.0,22.56598,29.8,16.1,,15.9,,21.60069,,19.8,,0.0,0.0,0.0,,,15.08278,57,43,12.95218,0.0,1.784028,C ,2.230035,C ,11.9,1010.764,,0.0,-21.41402
2018-11-27 00:00:00.0,21.41598,24.0,19.1,,18.6,,21.54931,,22.6,,0.0,0.0,0.0,,,14.65456,59,56,12.60763,0.0,4.157638,E ,5.197047,C ,24.8,1009.395,,0.0,-23.90403
2018-11-28 00:00:00.0,21.34028,26.6,17.9,,17.8,,21.71875,,21.5,,0.0,0.0,0.0,,,17.9437,74,66,15.78358,0.0,3.806945,E ,4.758682,C ,19.9,1007.19,,0.0,-21.91203
2018-11-29 00:00:00.0,19.96181,25.5,16.9,,16.9,,21.72153,,20.5,,0.0,0.0,0.0,,,19.08107,83,79,16.75894,0.0,2.761111,E ,3.451389,C ,16.8,1005.241,,0.0,-19.67102
2018-11-30 00:00:00.0,21.02847,29.8,14.9,,14.4,,21.62362,,18.3,,11.25,10.75,3.75,,,18.56513,78,65,16.2879,0.0,2.169445,E ,2.711806,C ,15.5,1002.374,,0.0,-17.67902
2018-12-01 00:00:00.0,17.17777,22.6,13.3,,12.7,,20.56875,,16.9,,0.0,0.5,0.5,,,12.12522,67,56,9.576283,0.0,5.609722,W ,7.012152,C ,26.0,1010.434,,0.0,-8.963998
2018-12-02 00:00:00.0,14.41806,22.2,7.6,,7.3,,19.24306,,11.2,,0.0,0.0,0.0,,,10.04034,64,60,7.000597,0.0,3.343056,W ,4.17882,C ,16.4,1013.392,,0.0,-1.826002
2018-12-03 00:00:00.0,19.91389,29.5,11.0,,10.6,,20.06806,,14.7,,0.0,0.0,0.0,,,11.50978,49,42,8.992035,0.0,4.577776,W ,5.72222,C ,21.3,1002.124,,0.0,-16.18501
2018-12-04 00:00:00.0,19.45834,27.0,11.9,,11.9,,21.19513,,15.6,,0.0,0.0,0.0,,,13.58193,66,58,11.47976,0.0,3.038196,E ,3.797745,C ,16.0,1000.498,,0.0,-12.201
2018-12-05 00:00:00.0,18.89791,27.5,11.9,,11.5,,21.4132,,15.7,,0.0,0.0,0.0,,,14.63572,70,61,12.6016,0.0,2.942361,E ,3.677952,C ,18.7,1007.721,,0.0,-13.86101
