Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2011-07-21 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-07-22 00:00:00.0,10.19612,,,,,,9.85,,,,0.0,,,,,10.14049,81,,7.114236,11.03333,,C ,,C ,12.0,702.0,,,6.639999
2011-07-23 00:00:00.0,11.50972,20.0,5.5,,5.5,,9.966669,,5.9,,0.0,0.0,0.0,,,10.80061,82,79,8.058938,14.53334,0.7361111,C ,0.9201389,C ,13.0,702.0,,1.826,6.640002
2011-07-24 00:00:00.0,12.71806,19.0,5.8,,4.9,,10.62847,,5.5,,0.0,0.0,0.0,,,13.6261,88,85,11.43374,11.13334,2.450704,E ,3.06338,C ,20.0,702.0007,,1.328,0.9129992
2011-07-25 00:00:00.0,17.6875,25.0,14.4,,14.3,,12.79722,,14.1,,25.39999,25.39999,15.6,,,17.45125,88,92,15.20243,8.099997,3.244755,E ,4.055944,C ,35.0,702.0,,0.0,-10.79
2011-07-26 00:00:00.0,12.22708,17.7,8.0,,7.9,,12.30208,,8.0,,0.0,0.0,0.0,,,9.185016,71,71,5.687253,0.0,2.422535,W ,3.028169,C ,16.0,702.0,,0.332,10.458
2011-07-27 00:00:00.0,10.19375,16.8,5.0,,4.4,,11.14583,,4.7,,,0.0,0.0,,,10.40949,81,77,7.503016,9.333332,1.71831,E ,2.147887,C ,18.0,702.0,,7.801996,9.378999
2011-07-28 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-07-29 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-07-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-07-31 00:00:00.0,4.736112,11.6,0.5,,0.7,,9.08264,,0.8,,0.0,0.0,0.0,,,6.229071,77,74,0.2464243,23.44998,0.3802817,C ,0.4753521,C ,12.0,702.0007,,17.09801,
2011-08-01 00:00:00.0,4.023611,9.7,-0.1,,-0.2,,8.241723,,0.3,,,0.0,0.0,,,7.024798,84,83,1.904823,9.083331,0.2877698,C ,0.3597122,C ,9.0,702.0,,16.43401,
2011-08-02 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-04 00:00:00.0,7.009789,14.7,0.7,,0.5,,9.022382,,0.6,,0.0,0.0,0.0,,,7.873168,79,74,3.492939,15.20001,1.183099,C ,1.478873,C ,11.0,702.0007,,9.129998,15.02302
2011-08-05 00:00:00.0,12.35209,20.7,7.7,,7.5,,9.817363,,7.7,,0.0,0.0,0.0,,,8.614695,62,57,4.77769,23.88331,1.21831,C ,1.522887,C ,19.0,702.0,,0.0,5.311998
2011-08-06 00:00:00.0,11.99306,21.3,4.7,,3.6,,10.20972,,4.3,,0.0,0.0,0.0,,,9.96297,72,68,6.876898,9.716666,1.152778,C ,1.440972,C ,18.0,702.0,,7.137997,2.323999
2011-08-07 00:00:00.0,13.29305,18.6,9.5,,9.0,,11.02708,,9.4,,0.0,0.0,0.0,,,10.41658,70,70,7.513785,0.8166667,2.9375,E ,3.671875,C ,29.0,702.0,,0.0,2.240999
2011-08-08 00:00:00.0,13.94305,15.9,11.8,,11.7,,11.54305,,11.8,,,0.0,0.0,,,12.57647,79,82,10.31562,0.0,3.090909,E ,3.863636,C ,26.0,702.0,,0.0,0.0
2011-08-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-11 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-13 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-14 00:00:00.0,10.23055,17.1,4.2,,3.5,,12.33472,,4.5,,0.0,0.0,0.0,,,8.827503,70,71,5.075377,8.183331,2.777778,E ,3.472222,C ,29.0,702.0007,,7.635996,7.967997
2011-08-15 00:00:00.0,12.33264,13.8,10.5,,10.5,,12.29998,,10.4,,,0.0,0.0,,,12.88952,89,91,10.60148,6.149999,2.93662,E ,3.670775,C ,25.0,702.0,,0.0,5.312001
2011-08-16 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-18 00:00:00.0,12.90556,15.6,10.5,,10.6,,12.7868,,10.5,,,0.0,0.0,,,13.07843,90,88,10.93386,2.8,2.791667,E ,3.489583,C ,24.0,702.0007,,0.0,5.976002
2011-08-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-20 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-21 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-24 00:00:00.0,12.23472,15.5,10.0,,9.9,,11.22986,,9.9,,0.0,0.0,0.0,,,12.42902,87,85,10.17284,23.78332,2.457747,E ,3.072183,C ,22.0,702.0,,0.0,5.976002
2011-08-25 00:00:00.0,11.31597,17.0,6.3,,5.8,,11.83959,,5.8,,0.0,0.0,0.0,,,10.50508,83,81,7.641082,10.93333,0.9929578,C ,1.241197,C ,19.0,702.0,,1.992,11.62001
2011-08-26 00:00:00.0,8.655555,13.3,3.2,,3.2,,11.12014,,3.4,,0.0,0.0,0.0,,,9.308582,81,78,5.826961,7.083332,3.055944,E ,3.81993,C ,25.0,702.0,,7.137997,15.43801
2011-08-27 00:00:00.0,11.31496,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2011-08-28 00:00:00.0,,,,,,,,,,,0.0,,,,,,,,,,,  ,,  ,,,,,
2011-08-29 00:00:00.0,12.04126,19.3,5.7,,5.4,,12.51049,,6.0,,0.0,0.0,0.0,,,8.451178,65,63,4.207358,21.44999,1.028571,C ,1.285714,C ,20.0,702.0,,2.324,6.224994
2011-08-30 00:00:00.0,11.70069,19.9,4.1,,3.9,,12.20139,,4.1,,0.0,0.0,0.0,,,6.396835,52,39,0.1159007,6.749999,3.965278,W ,4.956597,C ,25.0,702.0,,6.141997,4.979998
2011-08-31 00:00:00.0,10.13611,17.9,4.2,,4.2,,11.70417,,4.2,,0.0,0.0,0.0,,,7.581798,65,66,2.809867,3.283334,1.692308,C ,2.115385,C ,16.0,702.0,,10.292,13.52901
2011-09-01 00:00:00.0,9.484722,15.4,4.9,,4.1,,11.78611,,4.7,,0.0,0.0,0.0,,,9.253065,76,71,5.808924,8.749997,3.394366,E ,4.242958,C ,26.0,702.0,,7.137997,11.86901
2011-09-02 00:00:00.0,13.07083,18.7,8.0,,8.0,,12.32222,,7.9,,0.0,0.0,0.0,,,9.334648,60,56,5.892476,0.0,6.777778,E ,8.472222,C ,35.0,702.0,,0.0,0.6640002
2011-09-03 00:00:00.0,17.35625,25.0,13.1,,13.1,,13.72014,,13.0,,1.9,0.0,0.0,,,12.5465,65,62,10.25523,0.0,2.993007,E ,3.741259,C ,26.0,702.0,,0.0,-9.711
2011-09-04 00:00:00.0,13.22569,18.0,9.3,,9.1,,13.49306,,9.6,,0.0,1.9,1.6,,,10.9728,78,76,8.068224,4.25,1.062937,C ,1.328671,C ,16.0,702.0,,0.83,6.805996
2011-09-05 00:00:00.0,11.11736,20.4,2.3,,2.1,,12.21458,,2.5,,0.0,0.0,0.0,,,6.305087,56,43,0.2806458,3.550001,2.542253,C ,3.177817,C ,22.0,702.0007,,9.129998,5.311997
2011-09-06 00:00:00.0,12.6257,23.2,4.0,,3.6,,12.40486,,4.2,,0.0,0.0,0.0,,,6.802561,51,39,1.36249,0.0,1.471831,C ,1.839789,C ,25.0,702.0,,6.971997,1.577
2011-09-07 00:00:00.0,14.57847,24.7,5.6,,5.5,,13.37222,,6.2,,0.0,0.0,0.0,,,9.03379,63,51,5.283297,8.08333,0.6503497,C ,0.8129371,C ,13.0,702.0,,1.992,-0.4150012
2011-09-08 00:00:00.0,15.375,25.8,7.0,,7.0,,13.97153,,7.8,,0.0,0.0,0.0,,,8.745082,57,45,4.815346,7.98333,1.173611,C ,1.467014,C ,15.0,702.0,,0.0,-2.323999
2011-09-09 00:00:00.0,16.28542,26.0,8.3,,8.3,,14.36736,,9.2,,0.0,0.0,0.0,,,8.781408,49,40,5.018981,0.2666667,0.9090909,C ,1.136364,C ,17.0,702.0,,0.0,-7.885
2011-09-10 00:00:00.0,16.79653,22.1,11.6,,11.4,,14.74028,,11.4,,0.0,0.0,0.0,,,8.629828,50,50,4.655565,0.65,4.091549,C ,5.114437,C ,29.0,702.0014,,0.166,-5.975997
2011-09-11 00:00:00.0,11.81389,22.0,2.2,,1.9,,13.94722,,2.3,,0.0,0.0,0.0,,,7.115672,54,43,2.036383,4.666667,1.181818,C ,1.477273,C ,15.0,702.0,,6.971997,-0.6640003
2011-09-12 00:00:00.0,18.7375,28.0,13.4,,13.3,,15.11389,,13.3,,0.0,0.0,0.0,,,8.031588,39,38,3.741153,0.0,3.055944,W ,3.81993,C ,21.0,702.0,,0.0,-11.288
2011-09-13 00:00:00.0,13.3868,21.2,5.9,,5.7,,15.10625,,6.2,,0.0,0.0,0.0,,,6.561343,46,41,0.8358892,0.0,2.461539,E ,3.076923,C ,25.0,702.0,,3.485999,2.489998
2011-09-14 00:00:00.0,13.69028,19.3,9.2,,8.9,,14.99166,,9.0,,0.0,0.0,0.0,,,7.755797,50,46,2.931324,0.0,5.381945,E ,6.727431,C ,32.0,702.0,,0.0,-1.577
2011-09-15 00:00:00.0,15.80625,22.3,10.7,,10.7,,15.77847,,10.6,,0.0,0.0,0.0,,,12.83822,70,68,10.55315,0.0,5.181818,E ,6.477273,C ,26.0,702.0,,0.0,-8.466001
2011-09-16 00:00:00.0,17.01805,19.9,14.6,,14.5,,15.7736,,14.4,,6.8,1.9,1.6,,,16.67746,86,85,14.58388,7.466664,2.555556,E ,3.194444,C ,23.0,702.0,,0.0,-11.786
2011-09-17 00:00:00.0,17.28681,22.2,13.2,,13.0,,16.50208,,13.1,,0.0,4.9,4.3,,,13.46015,74,68,11.0273,6.399998,3.041667,C ,3.802083,C ,22.0,702.0,,0.0,-6.639994
2011-09-18 00:00:00.0,13.09722,20.6,5.9,,6.0,,15.95348,,6.0,,0.0,0.0,0.0,,,9.453917,67,61,6.00343,0.01666667,1.243056,C ,1.553819,C ,17.0,702.0,,2.158,1.494
2011-09-19 00:00:00.0,14.81944,23.4,7.0,,7.0,,16.23055,,7.4,,0.0,0.0,0.0,,,8.72014,59,46,4.846241,0.0,0.7013889,C ,0.8767361,C ,15.0,702.0,,0.0,-0.6640014
2011-09-20 00:00:00.0,15.32709,25.5,6.5,,6.5,,16.43681,,6.8,,0.0,0.0,0.0,,,9.014023,58,46,5.399457,1.316667,0.6363636,C ,0.7954545,C ,14.0,702.0,,1.328,-2.572999
2011-09-21 00:00:00.0,17.55139,27.8,9.2,,9.0,,16.82292,,9.7,,0.0,0.0,0.0,,,10.32785,54,43,7.417135,0.0,1.048951,C ,1.311189,C ,18.0,702.0,,0.0,-9.129999
2011-09-22 00:00:00.0,12.78264,17.2,10.3,,10.4,,15.81944,,10.3,,0.0,0.0,0.0,,,10.65099,77,79,7.853278,0.0,2.077465,E ,2.596831,C ,18.0,702.0,,0.0,8.217007
2011-09-23 00:00:00.0,12.38056,19.3,8.0,,8.2,,15.48125,,7.9,,0.0,0.0,0.0,,,9.724918,70,59,6.54381,0.4166667,1.478873,C ,1.848592,C ,18.0,702.0,,0.0,6.888998
2011-09-24 00:00:00.0,13.77222,22.0,5.9,,5.3,,16.02152,,6.0,,0.0,0.0,0.0,,,12.01959,73,67,9.613933,8.099997,2.084507,E ,2.605634,C ,20.0,702.0,,2.158,-3.651998
2011-09-25 00:00:00.0,18.78681,25.5,12.0,,11.6,,17.50347,,12.1,,0.0,0.0,0.0,,,14.23218,67,61,12.19359,18.78333,1.609929,C ,2.012411,C ,19.0,702.0,,0.0,-13.69501
2011-09-26 00:00:00.0,20.69097,30.1,13.4,,13.2,,18.94097,,13.7,,0.0,0.0,0.0,,,13.63229,61,45,11.3309,6.833332,1.552448,C ,1.940559,C ,23.0,702.0,,0.0,-14.60801
2011-09-27 00:00:00.0,18.12708,24.0,13.1,,12.9,,18.61111,,13.1,,0.0,0.0,0.0,,,9.71703,48,40,6.271878,0.0,4.701389,E ,5.876736,C ,30.0,702.0,,0.0,-14.94001
2011-09-28 00:00:00.0,20.54653,28.0,15.2,,15.1,,19.29167,,15.1,,10.0,0.0,0.0,,,15.08686,61,57,13.04292,0.0,3.125,E ,3.90625,C ,24.0,702.0007,,0.0,-18.01102
2011-09-29 00:00:00.0,19.37986,25.6,14.7,,14.8,,19.39236,,14.8,,0.3,10.0,3.5,,,16.61577,83,87,14.43993,9.933333,0.7342657,C ,0.9178322,C ,19.0,702.0,,0.0,-12.20101
2011-09-30 00:00:00.0,15.68958,24.3,9.8,,10.0,,17.40903,,10.2,,0.0,0.3,0.3,,,10.80735,63,51,7.988951,6.883331,1.471831,C ,1.839789,C ,26.0,702.0,,0.0,-6.806
2011-10-01 00:00:00.0,16.37223,23.8,8.9,,8.3,,17.57569,,9.0,,0.0,0.0,0.0,,,13.14056,73,64,10.99183,2.783334,2.006944,C ,2.508681,C ,25.0,702.0007,,0.0,-9.212999
2011-10-02 00:00:00.0,16.22361,22.7,11.8,,11.7,,17.74722,,11.7,,0.0,0.0,0.0,,,10.4665,64,51,7.157421,7.833331,5.13986,W ,6.424825,C ,29.0,702.0007,,0.0,-5.975993
2011-10-03 00:00:00.0,11.86389,18.2,7.5,,7.7,,17.36459,,7.5,,0.0,0.0,0.0,,,8.998667,65,61,5.336855,0.0,2.297872,E ,2.87234,C ,23.0,702.0,,0.0,7.221003
2011-10-04 00:00:00.0,13.31944,17.7,9.8,,9.7,,16.49514,,9.9,,0.0,0.0,0.0,,,11.95601,78,74,9.598324,0.3166667,2.177305,E ,2.721631,C ,19.0,702.0,,0.0,3.319999
2011-10-05 00:00:00.0,15.87153,25.0,7.8,,7.3,,17.14999,,7.6,,0.0,0.0,0.0,,,12.67923,74,64,10.4083,11.56667,0.7552447,C ,0.9440559,C ,13.0,702.0,,0.0,-4.647997
2011-10-06 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2012-05-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,  ,,  ,,,,,
2012-05-11 00:00:00.0,14.02639,19.9,9.5,,9.1,,16.61666,,9.0,,0.0,0.0,0.0,,,10.97724,73,70,7.888824,0.9166667,3.8,W ,4.75,C ,20.6,728.105,,0.0,2.157999
2012-05-12 00:00:00.0,10.83611,18.1,6.4,,6.3,,14.73542,,6.4,,0.0,0.0,0.0,,,8.753912,70,75,4.799741,0.2666667,4.31111,W ,5.388888,C ,19.9,729.0521,,4.979998,12.45
2012-05-13 00:00:00.0,10.18055,20.6,3.6,,3.1,,13.71111,,3.2,,0.25,0.0,0.0,,,9.562892,80,76,6.232894,,1.184722,C ,1.480903,C ,10.9,728.4699,,7.967996,8.964
2012-05-14 00:00:00.0,14.03541,24.0,7.6,,7.2,,14.28125,,7.9,,0.0,0.25,0.25,,,11.92367,77,70,9.517536,,1.081945,C ,1.352431,C ,10.3,726.3055,,0.0,-0.4150014
2012-05-15 00:00:00.0,14.32153,24.8,7.6,,7.2,,14.28264,,7.5,,0.25,0.25,0.25,,,11.81832,73,73,9.347065,,2.372917,E ,2.966146,C ,19.8,725.9724,,0.0,-2.573
2012-05-16 00:00:00.0,16.85625,23.1,13.8,,13.5,,14.82292,,13.7,,0.0,0.0,0.0,,,14.67284,75,73,12.65926,0.2666667,4.109723,E ,5.137153,C ,16.8,725.3271,,0.0,-11.205
2012-05-17 00:00:00.0,18.72222,25.0,15.0,,14.9,,15.72222,,15.0,,0.0,0.0,0.0,,,16.39916,76,71,14.38308,0.0,4.222223,E ,5.277779,C ,20.4,723.2982,,0.0,-17.67902
2012-05-18 00:00:00.0,16.07013,19.7,12.9,,12.6,,15.98057,,12.7,,12.5,12.5,2.5,,,15.93104,93,94,13.93857,,2.040973,C ,2.551216,C ,20.6,727.4851,,0.0,-5.395002
2012-05-19 00:00:00.0,13.8618,17.1,11.8,,11.9,,15.76596,,11.7,,0.25,0.25,0.25,,,16.11521,98,96,14.06989,,1.513195,C ,1.891493,C ,9.9,727.6006,,0.0,1.494
2012-05-20 00:00:00.0,17.34097,21.3,14.2,,13.7,,16.50765,,13.9,,9.25,7.5,3.5,,,19.11485,96,93,16.75953,0.3166667,1.352083,C ,1.690104,C ,12.3,725.47,,0.0,-13.61201
2012-05-21 00:00:00.0,14.56667,17.5,13.1,,13.1,,16.61596,,12.9,,13.25,12.75,2.5,,,16.07066,100,100,14.0618,,1.788889,C ,2.236112,C ,11.2,727.87,,0.0,-0.332
2012-05-22 00:00:00.0,14.5493,16.5,13.1,,13.2,,16.29445,,13.0,,1.5,3.5,1.0,,,17.04414,100,100,14.95695,,0.9805555,C ,1.225694,C ,7.4,727.287,,0.0,-3.070999
2012-05-23 00:00:00.0,15.66041,18.4,14.1,,14.2,,16.72777,,14.0,,0.5,0.75,0.25,,,16.94234,97,95,14.89294,,1.58125,C ,1.976563,C ,11.6,726.8618,,0.0,-3.319999
2012-05-24 00:00:00.0,14.61458,17.9,12.5,,12.6,,16.68195,,12.3,,0.0,0.0,0.0,,,15.70184,97,94,13.70137,,1.076389,C ,1.345486,C ,7.1,727.6591,,0.0,-0.83
2012-05-25 00:00:00.0,15.42917,20.8,11.2,,10.8,,16.28265,,11.3,,0.0,0.0,0.0,,,17.48468,96,94,15.33501,0.55,2.129861,E ,2.662326,C ,13.2,726.6008,,0.0,-7.553003
2012-05-26 00:00:00.0,16.72916,18.6,14.4,,14.3,,16.76111,,14.4,,0.0,0.0,0.0,,,18.26796,94,94,16.06906,3.55,2.472917,E ,3.091146,C ,18.4,726.0156,,0.0,-10.20901
2012-05-27 00:00:00.0,17.84028,21.0,15.9,,15.7,,17.21457,,15.9,,0.0,0.0,0.0,,,18.90913,94,94,16.61239,0.0,2.375695,E ,2.969618,C ,16.2,725.4411,,0.0,-15.85301
2012-05-28 00:00:00.0,18.07986,24.9,13.6,,13.3,,17.27708,,13.5,,0.0,0.0,0.0,,,19.63021,94,94,17.14585,,0.9173611,C ,1.146701,C ,11.0,724.4868,,0.0,-14.85701
2012-05-29 00:00:00.0,18.76875,24.9,15.7,,15.1,,17.35625,,15.4,,0.25,0.25,0.25,,,15.07062,72,64,12.58117,,3.988888,W ,4.98611,C ,20.4,723.8835,,0.0,-16.10201
2012-05-30 00:00:00.0,14.00278,19.3,9.2,,9.2,,16.09375,,9.5,,0.0,0.0,0.0,,,10.96699,77,78,8.304123,0.0,2.847917,W ,3.559896,C ,17.4,727.4031,,0.0,2.489999
2012-05-31 00:00:00.0,10.17431,16.8,5.2,,4.4,,14.28611,,4.7,,0.0,0.0,0.0,,,10.11634,85,83,7.104027,2.716667,1.169445,C ,1.461806,C ,10.5,729.7332,,5.809998,13.52901
2012-06-01 00:00:00.0,11.75903,21.5,5.6,,5.1,,13.63195,,5.8,,0.0,0.0,0.0,,,10.90974,74,70,8.154777,0.5666667,1.497223,C ,1.871528,C ,13.7,727.6368,,4.149999,2.074997
2012-06-02 00:00:00.0,17.33264,22.8,14.4,,14.2,,14.69098,,14.4,,0.0,0.0,0.0,,,10.53245,56,53,7.638682,0.0,5.624304,W ,7.03038,C ,24.5,725.343,,0.0,-9.295999
2012-06-03 00:00:00.0,11.49375,17.3,6.9,,6.7,,13.83403,,6.8,,0.0,0.0,0.0,,,9.509768,75,71,6.229324,0.0,4.461806,W ,5.577257,C ,16.8,728.939,,0.166,11.37101
2012-06-04 00:00:00.0,8.605556,13.7,4.9,,4.7,,12.79167,,5.0,,0.0,0.0,0.0,,,9.393269,89,86,6.033833,,2.668751,W ,3.335938,C ,12.9,730.5627,,9.794,18.34302
2012-06-05 00:00:00.0,7.377082,15.6,2.1,,1.5,,11.70764,,1.5,,1.5,0.0,0.0,,,8.673474,82,76,4.848342,,2.403473,C ,3.004341,C ,18.4,730.0315,,9.461999,13.52901
2012-06-06 00:00:00.0,5.7875,9.7,2.4,,2.1,,10.94167,,1.8,,0.0,1.5,0.75,,,6.76974,80,78,1.299665,,6.448613,W ,8.060766,C ,29.6,731.6821,,23.07403,
2012-06-07 00:00:00.0,3.886806,11.1,-1.3,,-1.4,,9.495838,,-1.2,,0.0,0.0,0.0,,,5.052933,64,61,-2.611386,0.0,2.655556,W ,3.319446,C ,15.1,731.5857,,17.43002,
2012-06-08 00:00:00.0,5.95625,15.7,1.0,,0.8,,8.89375,,1.3,,0.0,0.0,0.0,,,5.634633,66,63,-1.229812,0.0,2.129861,W ,2.662327,C ,12.7,730.4506,,16.93201,13.11401
2012-06-09 00:00:00.0,5.856249,16.3,-1.0,,-1.1,,8.40486,,0.1,,0.0,0.0,0.0,,,6.111291,68,67,-0.05988836,0.9166667,1.281944,C ,1.60243,C ,15.8,730.394,,14.11001,10.292
2012-06-10 00:00:00.0,8.472224,18.1,1.1,,1.1,,8.727778,,1.7,,0.0,0.0,0.0,,,7.429504,73,77,2.557942,5.616666,1.109028,C ,1.386285,C ,9.0,730.0568,,13.94401,13.28001
2012-06-11 00:00:00.0,9.354166,20.5,2.5,,1.9,,8.924313,,2.2,,0.0,0.0,0.0,,,9.239125,77,68,5.608694,,2.129167,E ,2.661458,C ,12.0,728.7054,,8.299996,8.134004
2012-06-12 00:00:00.0,13.96597,19.3,11.0,,10.9,,10.76735,,11.0,,0.0,0.0,0.0,,,14.44968,90,89,12.42805,1.366667,2.983333,E ,3.729167,C ,13.8,727.8646,,0.0,-1.328
2012-06-13 00:00:00.0,17.31458,24.6,12.4,,11.9,,12.59931,,12.2,,0.0,0.0,0.0,,,19.55123,94,91,17.01315,,1.810417,E ,2.263021,C ,10.8,724.5958,,0.0,-14.85701
2012-06-14 00:00:00.0,16.75972,22.7,12.5,,12.5,,13.94792,,12.4,,0.0,0.0,0.0,,,15.12896,87,82,13.0201,,2.060417,C ,2.575521,C ,11.5,726.043,,0.0,-5.726993
2012-06-15 00:00:00.0,11.86319,13.4,9.3,,8.9,,13.40972,,9.2,,0.0,0.0,0.0,,,12.96276,96,97,10.68724,,2.922917,W ,3.653647,C ,16.0,729.3789,,0.332,11.53701
2012-06-16 00:00:00.0,7.214583,12.3,2.6,,2.3,,11.80486,,2.6,,0.0,0.0,0.0,,,7.232279,76,76,2.272916,,2.554167,E ,3.192708,C ,15.6,730.6681,,14.44201,
2012-06-17 00:00:00.0,6.476388,9.4,3.6,,3.6,,10.75556,,4.0,,2.75,2.0,0.75,,,8.976413,90,93,5.276141,,1.14375,C ,1.429687,C ,14.3,731.1101,,12.61601,
2012-06-18 00:00:00.0,8.663891,12.6,6.1,,5.7,,11.06319,,6.0,,0.0,0.75,0.5,,,10.85438,94,92,8.158733,,2.021528,W ,2.52691,C ,9.1,730.1325,,1.328,16.01901
2012-06-19 00:00:00.0,10.04375,16.4,7.3,,7.5,,11.58611,,7.3,,0.0,0.0,0.0,,,10.59138,88,85,7.806291,0.0,2.443055,W ,3.053819,C ,12.6,729.2738,,0.0,15.52101
2012-06-20 00:00:00.0,10.88333,20.9,4.8,,4.1,,11.15695,,4.4,,0.0,0.0,0.0,,,10.8842,85,80,8.111057,,1.393056,C ,1.74132,C ,11.7,728.1882,,5.145998,8.300003
2012-06-21 00:00:00.0,12.51181,19.6,8.4,,7.9,,11.53542,,8.4,,0.0,0.0,0.0,,,12.57137,89,84,10.31209,2.15,1.250695,C ,1.563368,C ,10.9,728.3625,,0.83,5.726998
2012-06-22 00:00:00.0,11.12778,21.0,4.0,,3.5,,10.91527,,4.1,,0.0,0.0,0.0,,,8.056905,66,57,3.820512,0.08333334,2.181946,C ,2.727432,C ,15.7,728.2556,,7.967996,5.976002
2012-06-23 00:00:00.0,12.95486,20.8,6.7,,6.6,,10.82153,,7.2,,0.0,0.0,0.0,,,9.239963,62,61,5.655859,0.1,2.263889,C ,2.829862,C ,13.5,727.6717,,0.166,2.324001
2012-06-24 00:00:00.0,13.32222,20.3,8.3,,8.0,,11.15694,,8.4,,0.0,0.0,0.0,,,9.845256,70,67,6.571126,0.0,3.353472,W ,4.19184,C ,20.9,727.8721,,3.153999,4.481998
2012-06-25 00:00:00.0,7.05625,15.6,0.6,,0.1,,9.965969,,0.7,,0.0,0.0,0.0,,,8.144438,85,81,3.938035,,1.415972,C ,1.769965,C ,14.8,730.2333,,13.77801,14.11001
2012-06-26 00:00:00.0,9.979168,21.5,3.1,,2.5,,9.588193,,2.9,,0.0,0.0,0.0,,,11.29343,85,82,8.465084,,1.697917,E ,2.122396,C ,14.2,727.8801,,8.299996,5.644001
2012-06-27 00:00:00.0,15.93819,24.5,9.3,,8.5,,11.17153,,9.1,,0.0,0.0,0.0,,,16.07038,85,83,13.91703,,2.055556,E ,2.569445,C ,11.6,724.7556,,0.0,-8.964004
2012-06-28 00:00:00.0,16.7,21.0,12.2,,12.0,,13.00278,,11.8,,3.75,3.5,1.75,,,17.13885,95,97,14.95414,,1.86875,C ,2.335938,C ,14.6,726.8764,,0.0,-5.975992
2012-06-29 00:00:00.0,14.2882,22.0,11.2,,11.2,,13.26805,,11.0,,0.0,0.25,0.25,,,14.65313,92,87,12.63153,,1.501389,C ,1.876737,C ,15.3,726.5411,,0.0,0.9959992
2012-06-30 00:00:00.0,13.18681,16.4,11.3,,11.0,,13.23611,,10.9,,0.0,0.0,0.0,,,15.93526,99,99,13.87301,,3.986805,E ,4.983506,C ,22.7,727.9644,,0.0,0.913
2012-07-01 00:00:00.0,17.97847,21.9,16.3,,16.3,,14.51876,,16.2,,2.5,0.5,0.5,,,19.91902,97,95,17.41418,,1.540278,C ,1.925347,C ,12.0,725.0363,,0.0,-15.93601
2012-07-02 00:00:00.0,11.40972,16.7,7.9,,7.7,,14.09723,,7.3,,0.0,2.0,0.75,,,10.27078,83,81,7.085132,,3.322917,W ,4.153646,C ,17.8,729.8423,,0.498,14.69102
2012-07-03 00:00:00.0,7.756251,14.5,2.9,,3.4,,12.11389,,3.9,,0.0,0.0,0.0,,,7.47598,78,73,2.730503,0.0,1.502083,C ,1.877604,C ,12.1,730.0782,,15.10601,19.00702
2012-07-04 00:00:00.0,5.731943,9.4,2.4,,1.9,,10.45348,,2.5,,3.75,3.5,1.0,,,9.543079,100,100,6.160416,,1.015278,C ,1.269097,C ,11.0,731.3646,,14.77401,
2012-07-05 00:00:00.0,6.302099,13.3,1.6,,1.2,,9.722376,,1.3,,0.0,0.25,0.25,,,6.599407,78,72,0.8877621,,2.510489,C ,3.138112,C ,18.2,730.7929,,15.93601,14.27601
